,Unnamed: 0,word,categ,prime,corrAns,correct,rt,file,word_prime_merge
4383,4383,PÝRA,2,televisor,left,1,0.6168869999237359,002,PÝRA_televisor
4384,4384,SO'O,2,sonido,left,1,0.4003155999816954,002,SO'O_sonido
4385,4385,KAGUY,1,tortuga,left,1,1.617016199976206,002,KAGUY_tortuga
4386,4386,RYGUASU,2,mar,left,1,0.733678599819541,002,RYGUASU_mar
4387,4387,LAGO,3,panadería,left,1,0.6337411999702454,002,LAGO_panadería
4388,4388,JUKYSY,2,sonido,left,1,0.7337345001287758,002,JUKYSY_sonido
4389,4389,SELVA,3,espalda,left,1,0.600395199842751,002,SELVA_espalda
4390,4390,MANZANA,3,sandalia,left,1,0.6670390996150672,002,MANZANA_sandalia
4391,4391,AREKO,2,cocinar,left,1,0.800388399977237,002,AREKO_cocinar
4392,4392,OVEJA,3,labial,left,1,0.550441799685359,002,OVEJA_labial
4393,4393,PARQUE,3,anillo,left,1,0.6836663000285625,002,PARQUE_anillo
4394,4394,EIRATÃ,2,casa,left,1,0.7004272998310626,002,EIRATÃ_casa
4395,4395,ÁGUILA,3,yerba,left,1,0.6503858002834022,002,ÁGUILA_yerba
4396,4396,REMERA,3,clavo,left,1,0.9838112001307308,002,REMERA_clavo
4397,4397,HA'E,1,caballo,left,1,0.6670503001660109,002,HA'E_caballo
4398,4398,TAPITI,2,tapa,left,1,0.3837248999625444,002,TAPITI_tapa
4399,4399,KA'I,2,carta,left,1,0.7170381001196802,002,KA'I_carta
4400,4400,MBARAKAJA,2,banana,left,1,0.6502919001504779,002,MBARAKAJA_banana
4401,4401,ANGUJA,2,firma,left,1,0.8170332000590861,002,ANGUJA_firma
4402,4402,NDE,1,cuchara,left,1,0.583629300352186,002,NDE_cuchara
4403,4403,AJOGUA,2,mano,left,1,0.8337075999006629,002,AJOGUA_mano
4404,4404,AMBOJY,2,cielo,left,1,1.0170819000341,002,AMBOJY_cielo
4405,4405,CHE,1,hoja,left,1,0.9170312997885048,002,CHE_hoja
4406,4406,HIJO,3,rayo,left,1,0.5337128001265228,002,HIJO_rayo
4407,4407,MYMBA,2,tablero,left,1,1.050327999982983,002,MYMBA_tablero
4408,4408,CAMELLO,3,kiwi,left,1,0.6170306000858545,002,CAMELLO_kiwi
4409,4409,VAKAME,2,nave,left,1,0.9003225001506507,002,VAKAME_nave
4410,4410,RÍO,3,barba,left,1,0.5003637000918388,002,RÍO_barba
4411,4411,MERÕ,2,ala,left,1,0.8670451999641955,002,MERÕ_ala
4412,4412,Y,1,noche,left,0,1.167028299998492,002,Y_noche
4413,4413,YVYPÓRA,1,conejo,left,1,0.6503702998161316,002,YVYPÓRA_conejo
4414,4414,OÑE'Ẽ,1,hormiga,left,1,0.7668620999902487,002,OÑE'Ẽ_hormiga
4415,4415,AGUYJE,1,azúcar,left,1,0.7837813999503851,002,AGUYJE_azúcar
4416,4416,TÍO,3,ricota,left,1,0.6503351000137627,002,TÍO_ricota
4417,4417,ARANDUKA,1,balcón,left,1,0.6001651003025472,002,ARANDUKA_balcón
4418,4418,COCODRILO,3,codo,left,0,0.7337742997333407,002,COCODRILO_codo
4419,4419,OGUATA,2,avena,left,1,1.016811800189316,002,OGUATA_avena
4420,4420,KURE,2,edificio,left,1,0.6836757999844849,002,KURE_edificio
4421,4421,VIDA,3,trapo,left,1,0.750756099820137,002,VIDA_trapo
4422,4422,CACHORRO,3,cebolla,left,1,0.9504220997914672,002,CACHORRO_cebolla
4423,4423,KUIMBA'E,1,noche,left,1,0.6837416999042034,002,KUIMBA'E_noche
4424,4424,KARUMBE,2,arroz,left,1,0.8336731996387243,002,KARUMBE_arroz
4425,4425,KUATIAÑE'Ẽ,1,hierro,left,1,0.9003774998709559,002,KUATIAÑE'Ẽ_hierro
4426,4426,MITÃKUÑA'I,1,gallo,left,1,0.667018000036478,002,MITÃKUÑA'I_gallo
