subject,item,condition_code,condition_label,RT,channel,window_start,window_end,mean_amplitude,relatedness,language
004,pata_PIE,6,español_si,328,Cz,0.3,0.5,-3.555570796991771,1,esp
004,pata_PIE,6,español_si,328,Cz,0.5,0.8,5.716929722260609,1,esp
004,pata_PIE,6,español_si,328,Pz,0.3,0.5,-1.624671282963111,1,esp
004,pata_PIE,6,español_si,328,Pz,0.5,0.8,8.946128367804565,1,esp
004,tapa_TAPITI,2,reciente_no,315,Cz,0.3,0.5,-9.6496437419779,0,rec
004,tapa_TAPITI,2,reciente_no,315,Cz,0.5,0.8,5.869360285219153,0,rec
004,tapa_TAPITI,2,reciente_no,315,Pz,0.3,0.5,-7.0631351754642475,0,rec
004,tapa_TAPITI,2,reciente_no,315,Pz,0.5,0.8,2.3282250302055716,0,rec
004,clavo_REMERA,3,español_no,320,Cz,0.3,0.5,-0.09706118115438865,0,esp
004,clavo_REMERA,3,español_no,320,Cz,0.5,0.8,5.962928293514168,0,esp
004,clavo_REMERA,3,español_no,320,Pz,0.3,0.5,-2.2794436694910885,0,esp
004,clavo_REMERA,3,español_no,320,Pz,0.5,0.8,9.368466151885775,0,esp
004,leer_OHAI,4,remoto_si,324,Cz,0.3,0.5,1.5323173793462606,1,rem
004,leer_OHAI,4,remoto_si,324,Cz,0.5,0.8,0.8400499230771051,1,rem
004,leer_OHAI,4,remoto_si,324,Pz,0.3,0.5,6.415604532767947,1,rem
004,leer_OHAI,4,remoto_si,324,Pz,0.5,0.8,4.307178617817037,1,rem
004,noticia_KUATIAHAIPYRE,4,remoto_si,507,Cz,0.3,0.5,1.9383901085418,1,rem
004,noticia_KUATIAHAIPYRE,4,remoto_si,507,Cz,0.5,0.8,-4.461310154132484,1,rem
004,noticia_KUATIAHAIPYRE,4,remoto_si,507,Pz,0.3,0.5,-1.217942192004277,1,rem
004,noticia_KUATIAHAIPYRE,4,remoto_si,507,Pz,0.5,0.8,-8.894607164320131,1,rem
004,panadería_LAGO,3,español_no,315,Cz,0.3,0.5,-0.46007221715094954,0,esp
004,panadería_LAGO,3,español_no,315,Cz,0.5,0.8,2.2850515743657045,0,esp
004,panadería_LAGO,3,español_no,315,Pz,0.3,0.5,0.30533736500029407,0,esp
004,panadería_LAGO,3,español_no,315,Pz,0.5,0.8,3.405203743909413,0,esp
004,televisor_PÝRA,2,reciente_no,298,Cz,0.3,0.5,1.4840307680603397,0,rec
004,televisor_PÝRA,2,reciente_no,298,Cz,0.5,0.8,0.38118989897612915,0,rec
004,televisor_PÝRA,2,reciente_no,298,Pz,0.3,0.5,5.602758970554883,0,rec
004,televisor_PÝRA,2,reciente_no,298,Pz,0.5,0.8,1.5807989686409385,0,rec
004,potencia_ENERGÍA,6,español_si,256,Cz,0.3,0.5,-5.6782473975326875,1,esp
004,potencia_ENERGÍA,6,español_si,256,Cz,0.5,0.8,-9.357678912384888,1,esp
004,potencia_ENERGÍA,6,español_si,256,Pz,0.3,0.5,-0.5931401370952899,1,esp
004,potencia_ENERGÍA,6,español_si,256,Pz,0.5,0.8,-8.370843940410714,1,esp
004,mano_AJOGUA,2,reciente_no,439,Cz,0.3,0.5,-2.6420022197640853,0,rec
004,mano_AJOGUA,2,reciente_no,439,Cz,0.5,0.8,-2.932199762199029,0,rec
004,mano_AJOGUA,2,reciente_no,439,Pz,0.3,0.5,1.27116768986721,0,rec
004,mano_AJOGUA,2,reciente_no,439,Pz,0.5,0.8,0.9240367579908272,0,rec
004,salmón_PIRA,5,reciente_si,324,Cz,0.3,0.5,1.8072716556489468,1,rec
004,salmón_PIRA,5,reciente_si,324,Cz,0.5,0.8,4.860029297650827,1,rec
004,salmón_PIRA,5,reciente_si,324,Pz,0.3,0.5,0.6369640399128772,1,rec
004,salmón_PIRA,5,reciente_si,324,Pz,0.5,0.8,0.927569564384774,1,rec
004,cuchara_NDE,1,remoto_no,320,Cz,0.3,0.5,-7.314192653562012,0,rem
004,cuchara_NDE,1,remoto_no,320,Cz,0.5,0.8,-5.236395730120449,0,rem
004,cuchara_NDE,1,remoto_no,320,Pz,0.3,0.5,-1.5813893437958686,0,rem
004,cuchara_NDE,1,remoto_no,320,Pz,0.5,0.8,-4.829986847650548,0,rem
004,espalda_SELVA,3,español_no,320,Cz,0.3,0.5,-3.436921902215824,0,esp
004,espalda_SELVA,3,español_no,320,Cz,0.5,0.8,0.7756897063722255,0,esp
004,espalda_SELVA,3,español_no,320,Pz,0.3,0.5,-4.273690043420244,0,esp
004,espalda_SELVA,3,español_no,320,Pz,0.5,0.8,2.0477006154531723,0,esp
004,batata_YVY'A,5,reciente_si,328,Cz,0.3,0.5,9.199279128645475,1,rec
004,batata_YVY'A,5,reciente_si,328,Cz,0.5,0.8,7.883873988169168,1,rec
004,batata_YVY'A,5,reciente_si,328,Pz,0.3,0.5,7.710925779663602,1,rec
004,batata_YVY'A,5,reciente_si,328,Pz,0.5,0.8,4.79186807090213,1,rec
004,rugir_OÑARÕ,5,reciente_si,371,Cz,0.3,0.5,-1.030916966354618,1,rec
004,rugir_OÑARÕ,5,reciente_si,371,Cz,0.5,0.8,3.57331203841246,1,rec
004,rugir_OÑARÕ,5,reciente_si,371,Pz,0.3,0.5,-8.54381690389262,1,rec
004,rugir_OÑARÕ,5,reciente_si,371,Pz,0.5,0.8,-0.9838690675836554,1,rec
004,carta_KA'I,2,reciente_no,315,Cz,0.3,0.5,-10.231076159872693,0,rec
004,carta_KA'I,2,reciente_no,315,Cz,0.5,0.8,6.316349918188656,0,rec
004,carta_KA'I,2,reciente_no,315,Pz,0.3,0.5,-10.108078699845533,0,rec
004,carta_KA'I,2,reciente_no,315,Pz,0.5,0.8,6.658145018374389,0,rec
004,firma_ANGUJA,2,reciente_no,311,Cz,0.3,0.5,-12.601008291284625,0,rec
004,firma_ANGUJA,2,reciente_no,311,Cz,0.5,0.8,7.407413043828327,0,rec
004,firma_ANGUJA,2,reciente_no,311,Pz,0.3,0.5,-8.894261330079575,0,rec
004,firma_ANGUJA,2,reciente_no,311,Pz,0.5,0.8,3.676176483331904,0,rec
004,tortuga_KAGUY,1,remoto_no,303,Cz,0.3,0.5,-0.6820529475808144,0,rem
004,tortuga_KAGUY,1,remoto_no,303,Cz,0.5,0.8,0.5683638374340014,0,rem
004,tortuga_KAGUY,1,remoto_no,303,Pz,0.3,0.5,8.687984557535787,0,rem
004,tortuga_KAGUY,1,remoto_no,303,Pz,0.5,0.8,3.8758394479042724,0,rem
004,rayas_CEBRA,6,español_si,324,Cz,0.3,0.5,-7.297024292477337,1,esp
004,rayas_CEBRA,6,español_si,324,Cz,0.5,0.8,3.2387139191719037,1,esp
004,rayas_CEBRA,6,español_si,324,Pz,0.3,0.5,-2.4986485582059954,1,esp
004,rayas_CEBRA,6,español_si,324,Pz,0.5,0.8,8.750868992991217,1,esp
004,casa_EIRATÃ,2,reciente_no,324,Cz,0.3,0.5,4.4545639309888845,0,rec
004,casa_EIRATÃ,2,reciente_no,324,Cz,0.5,0.8,8.075069212403736,0,rec
004,casa_EIRATÃ,2,reciente_no,324,Pz,0.3,0.5,6.928742120714071,0,rec
004,casa_EIRATÃ,2,reciente_no,324,Pz,0.5,0.8,7.4315418687683,0,rec
004,yerba_ÁGUILA,3,español_no,375,Cz,0.3,0.5,-10.714139644325211,0,esp
004,yerba_ÁGUILA,3,español_no,375,Cz,0.5,0.8,8.187867879975954,0,esp
004,yerba_ÁGUILA,3,español_no,375,Pz,0.3,0.5,-12.50069879539884,0,esp
004,yerba_ÁGUILA,3,español_no,375,Pz,0.5,0.8,6.384090384860572,0,esp
004,pez_ATÚN,6,español_si,324,Cz,0.3,0.5,0.39816439911150014,1,esp
004,pez_ATÚN,6,español_si,324,Cz,0.5,0.8,0.339951201129011,1,esp
004,pez_ATÚN,6,español_si,324,Pz,0.3,0.5,5.238409057689401,1,esp
004,pez_ATÚN,6,español_si,324,Pz,0.5,0.8,6.184684568152647,1,esp
004,libro_OMOÑE'Ẽ,4,remoto_si,379,Cz,0.3,0.5,0.8830633259450014,1,rem
004,libro_OMOÑE'Ẽ,4,remoto_si,379,Cz,0.5,0.8,1.7001402023215852,1,rem
004,libro_OMOÑE'Ẽ,4,remoto_si,379,Pz,0.3,0.5,0.008385073895064958,1,rem
004,libro_OMOÑE'Ẽ,4,remoto_si,379,Pz,0.5,0.8,5.308216122785951,1,rem
004,sandalia_MANZANA,3,español_no,345,Cz,0.3,0.5,-4.103211103150477,0,esp
004,sandalia_MANZANA,3,español_no,345,Cz,0.5,0.8,1.1035912413258948,0,esp
004,sandalia_MANZANA,3,español_no,345,Pz,0.3,0.5,-5.4156930191585655,0,esp
004,sandalia_MANZANA,3,español_no,345,Pz,0.5,0.8,3.92232100013078,0,esp
004,este_PE,4,remoto_si,345,Cz,0.3,0.5,-12.986498882277656,1,rem
004,este_PE,4,remoto_si,345,Cz,0.5,0.8,7.56860546877811,1,rem
004,este_PE,4,remoto_si,345,Pz,0.3,0.5,-9.771259686802155,1,rem
004,este_PE,4,remoto_si,345,Pz,0.5,0.8,6.238846959363339,1,rem
004,plátano_PAKOVA,5,reciente_si,320,Cz,0.3,0.5,-5.939347372891813,1,rec
004,plátano_PAKOVA,5,reciente_si,320,Cz,0.5,0.8,2.0404158065525384,1,rec
004,plátano_PAKOVA,5,reciente_si,320,Pz,0.3,0.5,0.5520779588617951,1,rec
004,plátano_PAKOVA,5,reciente_si,320,Pz,0.5,0.8,4.309355258334594,1,rec
004,ala_MERÕ,2,reciente_no,311,Cz,0.3,0.5,-7.263360155603061,0,rec
004,ala_MERÕ,2,reciente_no,311,Cz,0.5,0.8,-2.807308215451868,0,rec
004,ala_MERÕ,2,reciente_no,311,Pz,0.3,0.5,0.5847719620483424,0,rec
004,ala_MERÕ,2,reciente_no,311,Pz,0.5,0.8,0.29084936261312766,0,rec
004,mujer_DAMA,6,español_si,328,Cz,0.3,0.5,-14.894970247378716,1,esp
004,mujer_DAMA,6,español_si,328,Cz,0.5,0.8,-10.764876010130171,1,esp
004,mujer_DAMA,6,español_si,328,Pz,0.3,0.5,-11.045054852962496,1,esp
004,mujer_DAMA,6,español_si,328,Pz,0.5,0.8,-7.099937197288522,1,esp
004,cocinar_AREKO,2,reciente_no,324,Cz,0.3,0.5,27.164800359652602,0,rec
004,cocinar_AREKO,2,reciente_no,324,Cz,0.5,0.8,22.115245086883732,0,rec
004,cocinar_AREKO,2,reciente_no,324,Pz,0.3,0.5,19.025163512963516,0,rec
004,cocinar_AREKO,2,reciente_no,324,Pz,0.5,0.8,11.776680377097085,0,rec
004,ajo_SEVÓI,5,reciente_si,328,Cz,0.3,0.5,0.6607200746925982,1,rec
004,ajo_SEVÓI,5,reciente_si,328,Cz,0.5,0.8,-3.3894501785589326,1,rec
004,ajo_SEVÓI,5,reciente_si,328,Pz,0.3,0.5,2.162092027361863,1,rec
004,ajo_SEVÓI,5,reciente_si,328,Pz,0.5,0.8,-1.0374868949705551,1,rec
004,nave_VAKAME,2,reciente_no,324,Cz,0.3,0.5,-9.15672445626786,0,rec
004,nave_VAKAME,2,reciente_no,324,Cz,0.5,0.8,7.256466107224287,0,rec
004,nave_VAKAME,2,reciente_no,324,Pz,0.3,0.5,-8.554340506653084,0,rec
004,nave_VAKAME,2,reciente_no,324,Pz,0.5,0.8,9.941078798817125,0,rec
004,hoja_CHE,1,remoto_no,324,Cz,0.3,0.5,-5.5334902626390665,0,rem
004,hoja_CHE,1,remoto_no,324,Cz,0.5,0.8,6.062613905999461,0,rem
004,hoja_CHE,1,remoto_no,324,Pz,0.3,0.5,-4.802795115858316,0,rem
004,hoja_CHE,1,remoto_no,324,Pz,0.5,0.8,11.326103047954163,0,rem
004,tostada_MBUJAPE,4,remoto_si,324,Cz,0.3,0.5,-1.4820474591106172,1,rem
004,tostada_MBUJAPE,4,remoto_si,324,Cz,0.5,0.8,2.7114432571297473,1,rem
004,tostada_MBUJAPE,4,remoto_si,324,Pz,0.3,0.5,0.1583092227721445,1,rem
004,tostada_MBUJAPE,4,remoto_si,324,Pz,0.5,0.8,7.603278425235586,1,rem
004,día_PYHARE,4,remoto_si,324,Cz,0.3,0.5,-1.812085181904527,1,rem
004,día_PYHARE,4,remoto_si,324,Cz,0.5,0.8,0.808544804285533,1,rem
004,día_PYHARE,4,remoto_si,324,Pz,0.3,0.5,-6.353613009389776,1,rem
004,día_PYHARE,4,remoto_si,324,Pz,0.5,0.8,-0.04525023903923969,1,rem
004,amanecer_PYHAREVE,4,remoto_si,341,Cz,0.3,0.5,4.832685969125194,1,rem
004,amanecer_PYHAREVE,4,remoto_si,341,Cz,0.5,0.8,4.394839146138671,1,rem
004,amanecer_PYHAREVE,4,remoto_si,341,Pz,0.3,0.5,10.342203562506116,1,rem
004,amanecer_PYHAREVE,4,remoto_si,341,Pz,0.5,0.8,3.51602099114192,1,rem
004,dedo_MANO,6,español_si,328,Cz,0.3,0.5,1.0930189763983855,1,esp
004,dedo_MANO,6,español_si,328,Cz,0.5,0.8,2.966210399564876,1,esp
004,dedo_MANO,6,español_si,328,Pz,0.3,0.5,0.6628011025918218,1,esp
004,dedo_MANO,6,español_si,328,Pz,0.5,0.8,-0.600778306717513,1,esp
004,ladrido_CIRUELA,3,español_no,320,Cz,0.3,0.5,-0.628513986316438,0,esp
004,ladrido_CIRUELA,3,español_no,320,Cz,0.5,0.8,4.931059669834035,0,esp
004,ladrido_CIRUELA,3,español_no,320,Pz,0.3,0.5,2.7063063116959083,0,esp
004,ladrido_CIRUELA,3,español_no,320,Pz,0.5,0.8,8.74584110004842,0,esp
004,señorita_KUÑATAI,4,remoto_si,315,Cz,0.3,0.5,2.8568772516714827,1,rem
004,señorita_KUÑATAI,4,remoto_si,315,Cz,0.5,0.8,1.6090405966317356,1,rem
004,señorita_KUÑATAI,4,remoto_si,315,Pz,0.3,0.5,7.263569984298486,1,rem
004,señorita_KUÑATAI,4,remoto_si,315,Pz,0.5,0.8,6.0379668987103505,1,rem
004,arroz_KARUMBE,2,reciente_no,324,Cz,0.3,0.5,0.24872340673867327,0,rec
004,arroz_KARUMBE,2,reciente_no,324,Cz,0.5,0.8,4.317201853901344,0,rec
004,arroz_KARUMBE,2,reciente_no,324,Pz,0.3,0.5,-0.9762255336659459,0,rec
004,arroz_KARUMBE,2,reciente_no,324,Pz,0.5,0.8,-0.9135202699442682,0,rec
004,sabor_HE'Ẽ,5,reciente_si,341,Cz,0.3,0.5,-1.8477571942583795,1,rec
004,sabor_HE'Ẽ,5,reciente_si,341,Cz,0.5,0.8,-0.8251208572882692,1,rec
004,sabor_HE'Ẽ,5,reciente_si,341,Pz,0.3,0.5,-0.7649679668785,1,rec
004,sabor_HE'Ẽ,5,reciente_si,341,Pz,0.5,0.8,-2.910582707320087,1,rec
004,nosotros_PEẼ,4,remoto_si,460,Cz,0.3,0.5,-5.796485588241082,1,rem
004,nosotros_PEẼ,4,remoto_si,460,Cz,0.5,0.8,-3.0774989823116976,1,rem
004,nosotros_PEẼ,4,remoto_si,460,Pz,0.3,0.5,-8.71923805840421,1,rem
004,nosotros_PEẼ,4,remoto_si,460,Pz,0.5,0.8,-5.484746653458901,1,rem
004,cebolla_CACHORRO,3,español_no,290,Cz,0.3,0.5,2.58088647481054,0,esp
004,cebolla_CACHORRO,3,español_no,290,Cz,0.5,0.8,3.7864898451290983,0,esp
004,cebolla_CACHORRO,3,español_no,290,Pz,0.3,0.5,4.5236968850860215,0,esp
004,cebolla_CACHORRO,3,español_no,290,Pz,0.5,0.8,4.4743120610094875,0,esp
004,compañía_AMIGO,6,español_si,388,Cz,0.3,0.5,-11.598168813910053,1,esp
004,compañía_AMIGO,6,español_si,388,Cz,0.5,0.8,-3.89085343309941,1,esp
004,compañía_AMIGO,6,español_si,388,Pz,0.3,0.5,-3.8230250782261663,1,esp
004,compañía_AMIGO,6,español_si,388,Pz,0.5,0.8,1.395908535832374,1,esp
004,hormiga_OÑE'Ẽ,1,remoto_no,328,Cz,0.3,0.5,-1.6549248296561507,0,rem
004,hormiga_OÑE'Ẽ,1,remoto_no,328,Cz,0.5,0.8,2.3530697055978265,0,rem
004,hormiga_OÑE'Ẽ,1,remoto_no,328,Pz,0.3,0.5,1.7811654764585774,0,rem
004,hormiga_OÑE'Ẽ,1,remoto_no,328,Pz,0.5,0.8,0.8029453122709322,0,rem
004,fruta_JAGUA,2,reciente_no,320,Cz,0.3,0.5,4.494744577803291,0,rec
004,fruta_JAGUA,2,reciente_no,320,Cz,0.5,0.8,-3.291542474896861,0,rec
004,fruta_JAGUA,2,reciente_no,320,Pz,0.3,0.5,10.15770152898935,0,rec
004,fruta_JAGUA,2,reciente_no,320,Pz,0.5,0.8,-0.8255170058526913,0,rec
004,codo_BRAZO,6,español_si,320,Cz,0.3,0.5,4.464564353227616,1,esp
004,codo_BRAZO,6,español_si,320,Cz,0.5,0.8,3.015269850832241,1,esp
004,codo_BRAZO,6,español_si,320,Pz,0.3,0.5,4.924553683117176,1,esp
004,codo_BRAZO,6,español_si,320,Pz,0.5,0.8,5.518832050014083,1,esp
004,día_KA'ARU,4,remoto_si,332,Cz,0.3,0.5,-0.2033584682414166,1,rem
004,día_KA'ARU,4,remoto_si,332,Cz,0.5,0.8,-2.7880562442516976,1,rem
004,día_KA'ARU,4,remoto_si,332,Pz,0.3,0.5,0.3189197377516673,1,rem
004,día_KA'ARU,4,remoto_si,332,Pz,0.5,0.8,-2.6714758515388124,1,rem
004,joven_MITÃ,4,remoto_si,341,Cz,0.3,0.5,2.8952370600309214,1,rem
004,joven_MITÃ,4,remoto_si,341,Cz,0.5,0.8,0.013962165325755817,1,rem
004,joven_MITÃ,4,remoto_si,341,Pz,0.3,0.5,3.600288741863692,1,rem
004,joven_MITÃ,4,remoto_si,341,Pz,0.5,0.8,4.89628236019147,1,rem
004,zumbido_MBERU,5,reciente_si,332,Cz,0.3,0.5,-1.1434017100299778,1,rec
004,zumbido_MBERU,5,reciente_si,332,Cz,0.5,0.8,4.932993308576917,1,rec
004,zumbido_MBERU,5,reciente_si,332,Pz,0.3,0.5,2.583111849756768,1,rec
004,zumbido_MBERU,5,reciente_si,332,Pz,0.5,0.8,7.79846671777155,1,rec
004,noche_KUIMBA'E,1,remoto_no,358,Cz,0.3,0.5,-0.37370812892913874,0,rem
004,noche_KUIMBA'E,1,remoto_no,358,Cz,0.5,0.8,0.27017979236010453,0,rem
004,noche_KUIMBA'E,1,remoto_no,358,Pz,0.3,0.5,0.6759699258523495,0,rem
004,noche_KUIMBA'E,1,remoto_no,358,Pz,0.5,0.8,-2.219113957253757,0,rem
004,hormigón_ÑATI'Ũ,2,reciente_no,362,Cz,0.3,0.5,0.7426511928418992,0,rec
004,hormigón_ÑATI'Ũ,2,reciente_no,362,Cz,0.5,0.8,0.010192688958974598,0,rec
004,hormigón_ÑATI'Ũ,2,reciente_no,362,Pz,0.3,0.5,-1.2991665966558055,0,rec
004,hormigón_ÑATI'Ũ,2,reciente_no,362,Pz,0.5,0.8,-2.3537113359603303,0,rec
004,tomar_HO'U,4,remoto_si,332,Cz,0.3,0.5,-6.791088536668284,1,rem
004,tomar_HO'U,4,remoto_si,332,Cz,0.5,0.8,11.863598047299423,1,rem
004,tomar_HO'U,4,remoto_si,332,Pz,0.3,0.5,-11.813759746818015,1,rem
004,tomar_HO'U,4,remoto_si,332,Pz,0.5,0.8,12.790816130912168,1,rem
004,capa_MBOREROTOCHU,2,reciente_no,345,Cz,0.3,0.5,0.03877091637024506,0,rec
004,capa_MBOREROTOCHU,2,reciente_no,345,Cz,0.5,0.8,-2.153364735761062,0,rec
004,capa_MBOREROTOCHU,2,reciente_no,345,Pz,0.3,0.5,2.415336542404615,0,rec
004,capa_MBOREROTOCHU,2,reciente_no,345,Pz,0.5,0.8,-1.19951720148144,0,rec
004,maíz_TRIGO,6,español_si,349,Cz,0.3,0.5,1.5969410048654447,1,esp
004,maíz_TRIGO,6,español_si,349,Cz,0.5,0.8,5.512478720547577,1,esp
004,maíz_TRIGO,6,español_si,349,Pz,0.3,0.5,-3.3691713110758714,1,esp
004,maíz_TRIGO,6,español_si,349,Pz,0.5,0.8,3.4651923150517923,1,esp
004,avena_OGUATA,2,reciente_no,320,Cz,0.3,0.5,-14.989025627907647,0,rec
004,avena_OGUATA,2,reciente_no,320,Cz,0.5,0.8,6.616646884431541,0,rec
004,avena_OGUATA,2,reciente_no,320,Pz,0.3,0.5,-6.552255834999063,0,rec
004,avena_OGUATA,2,reciente_no,320,Pz,0.5,0.8,9.41415247827936,0,rec
004,azúcar_AGUYJE,1,remoto_no,320,Cz,0.3,0.5,-9.024998512692177,0,rem
004,azúcar_AGUYJE,1,remoto_no,320,Cz,0.5,0.8,9.483052710304978,0,rem
004,azúcar_AGUYJE,1,remoto_no,320,Pz,0.3,0.5,-3.140784741021118,0,rem
004,azúcar_AGUYJE,1,remoto_no,320,Pz,0.5,0.8,13.249830838134471,0,rem
004,araña_AVATI,2,reciente_no,311,Cz,0.3,0.5,0.4820482646330045,0,rec
004,araña_AVATI,2,reciente_no,311,Cz,0.5,0.8,0.5202773886055007,0,rec
004,araña_AVATI,2,reciente_no,311,Pz,0.3,0.5,2.2476574006275487,0,rec
004,araña_AVATI,2,reciente_no,311,Pz,0.5,0.8,0.7801234050454038,0,rec
004,vaca_KAMBY,4,remoto_si,448,Cz,0.3,0.5,3.873703884283225,1,rem
004,vaca_KAMBY,4,remoto_si,448,Cz,0.5,0.8,3.318983730630523,1,rem
004,vaca_KAMBY,4,remoto_si,448,Pz,0.3,0.5,8.393275109692835,1,rem
004,vaca_KAMBY,4,remoto_si,448,Pz,0.5,0.8,2.763289530508914,1,rem
004,horrible_IVAI,4,remoto_si,332,Cz,0.3,0.5,1.382389610275053,1,rem
004,horrible_IVAI,4,remoto_si,332,Cz,0.5,0.8,1.327389000304164,1,rem
004,horrible_IVAI,4,remoto_si,332,Pz,0.3,0.5,1.5153450622008404,1,rem
004,horrible_IVAI,4,remoto_si,332,Pz,0.5,0.8,3.5472104167980465,1,rem
004,balcón_ARANDUKA,1,remoto_no,328,Cz,0.3,0.5,32.39742544064155,0,rem
004,balcón_ARANDUKA,1,remoto_no,328,Cz,0.5,0.8,28.66847120986983,0,rem
004,balcón_ARANDUKA,1,remoto_no,328,Pz,0.3,0.5,32.80287739978387,0,rem
004,balcón_ARANDUKA,1,remoto_no,328,Pz,0.5,0.8,25.062592009715882,0,rem
004,edificio_KURE,2,reciente_no,315,Cz,0.3,0.5,-3.715450879472953,0,rec
004,edificio_KURE,2,reciente_no,315,Cz,0.5,0.8,0.9206981992100173,0,rec
004,edificio_KURE,2,reciente_no,315,Pz,0.3,0.5,-1.2062675322477638,0,rec
004,edificio_KURE,2,reciente_no,315,Pz,0.5,0.8,6.660981916222979,0,rec
004,aquel_IPORÃ,1,remoto_no,332,Cz,0.3,0.5,8.005672298944916,0,rem
004,aquel_IPORÃ,1,remoto_no,332,Cz,0.5,0.8,2.6607487252564637,0,rem
004,aquel_IPORÃ,1,remoto_no,332,Pz,0.3,0.5,9.95786948559376,0,rem
004,aquel_IPORÃ,1,remoto_no,332,Pz,0.5,0.8,5.616035869035884,0,rem
004,padres_FAMILIA,6,español_si,345,Cz,0.3,0.5,0.8493680303486495,1,esp
004,padres_FAMILIA,6,español_si,345,Cz,0.5,0.8,5.72386410767552,1,esp
004,padres_FAMILIA,6,español_si,345,Pz,0.3,0.5,-1.3486493815882847,1,esp
004,padres_FAMILIA,6,español_si,345,Pz,0.5,0.8,4.3989948350709955,1,esp
004,calamar_PULPO,6,español_si,311,Cz,0.3,0.5,-6.31325805488114,1,esp
004,calamar_PULPO,6,español_si,311,Cz,0.5,0.8,3.836758206134686,1,esp
004,calamar_PULPO,6,español_si,311,Pz,0.3,0.5,-3.6069882007745573,1,esp
004,calamar_PULPO,6,español_si,311,Pz,0.5,0.8,7.4521807896742525,1,esp
004,descanso_ASAJE,4,remoto_si,324,Cz,0.3,0.5,0.8851529015944551,1,rem
004,descanso_ASAJE,4,remoto_si,324,Cz,0.5,0.8,5.194916127594605,1,rem
004,descanso_ASAJE,4,remoto_si,324,Pz,0.3,0.5,2.8642487981571603,1,rem
004,descanso_ASAJE,4,remoto_si,324,Pz,0.5,0.8,9.627970532204026,1,rem
004,manzana_YVA,4,remoto_si,349,Cz,0.3,0.5,-1.6921132980630949,1,rem
004,manzana_YVA,4,remoto_si,349,Cz,0.5,0.8,-0.4955304617039588,1,rem
004,manzana_YVA,4,remoto_si,349,Pz,0.3,0.5,-8.753819498878256,1,rem
004,manzana_YVA,4,remoto_si,349,Pz,0.5,0.8,-5.200439781090526,1,rem
004,trapo_VIDA,3,español_no,294,Cz,0.3,0.5,7.0815521894166125,0,esp
004,trapo_VIDA,3,español_no,294,Cz,0.5,0.8,5.696843324402568,0,esp
004,trapo_VIDA,3,español_no,294,Pz,0.3,0.5,2.094952977907199,0,esp
004,trapo_VIDA,3,español_no,294,Pz,0.5,0.8,0.500392364600093,0,esp
004,rostro_CARA,6,español_si,533,Cz,0.3,0.5,-3.6127514760189054,1,esp
004,rostro_CARA,6,español_si,533,Cz,0.5,0.8,-3.2895686842486094,1,esp
004,rostro_CARA,6,español_si,533,Pz,0.3,0.5,1.99836387929435,1,esp
004,rostro_CARA,6,español_si,533,Pz,0.5,0.8,2.554809457829847,1,esp
004,cereal_AVENA,6,español_si,320,Cz,0.3,0.5,-1.6057249853978506,1,esp
004,cereal_AVENA,6,español_si,320,Cz,0.5,0.8,6.49898167111419,1,esp
004,cereal_AVENA,6,español_si,320,Pz,0.3,0.5,5.212116338133526,1,esp
004,cereal_AVENA,6,español_si,320,Pz,0.5,0.8,6.212528205704818,1,esp
004,vaso_KO'Ẽ,1,remoto_no,354,Cz,0.3,0.5,-2.046669634076981,0,rem
004,vaso_KO'Ẽ,1,remoto_no,354,Cz,0.5,0.8,-0.2382706023860149,0,rem
004,vaso_KO'Ẽ,1,remoto_no,354,Pz,0.3,0.5,7.81054462764699,0,rem
004,vaso_KO'Ẽ,1,remoto_no,354,Pz,0.5,0.8,3.6378772748457013,0,rem
004,té_CABEZA,3,español_no,311,Cz,0.3,0.5,-1.3554893368138716,0,esp
004,té_CABEZA,3,español_no,311,Cz,0.5,0.8,-0.6891673806119666,0,esp
004,té_CABEZA,3,español_no,311,Pz,0.3,0.5,0.2852286607421074,0,esp
004,té_CABEZA,3,español_no,311,Pz,0.5,0.8,1.1265963495139655,0,esp
004,salado_JUKY,5,reciente_si,320,Cz,0.3,0.5,-12.255843747478842,1,rec
004,salado_JUKY,5,reciente_si,320,Cz,0.5,0.8,-9.958638177588886,1,rec
004,salado_JUKY,5,reciente_si,320,Pz,0.3,0.5,1.5811848026754054,1,rec
004,salado_JUKY,5,reciente_si,320,Pz,0.5,0.8,-2.1558671549927855,1,rec
004,persona_HUMANO,6,español_si,337,Cz,0.3,0.5,-3.541402976637563,1,esp
004,persona_HUMANO,6,español_si,337,Cz,0.5,0.8,5.35414255582181,1,esp
004,persona_HUMANO,6,español_si,337,Pz,0.3,0.5,-1.8117205525676803,1,esp
004,persona_HUMANO,6,español_si,337,Pz,0.5,0.8,5.9495830343855225,1,esp
004,tarde_KAVAJU,2,reciente_no,311,Cz,0.3,0.5,-5.16605732876521,0,rec
004,tarde_KAVAJU,2,reciente_no,311,Cz,0.5,0.8,-6.107765167106985,0,rec
004,tarde_KAVAJU,2,reciente_no,311,Pz,0.3,0.5,-1.9418351925336397,0,rec
004,tarde_KAVAJU,2,reciente_no,311,Pz,0.5,0.8,-4.261169515553906,0,rec
004,joven_KARIA'Y,4,remoto_si,320,Cz,0.3,0.5,0.7704686107687077,1,rem
004,joven_KARIA'Y,4,remoto_si,320,Cz,0.5,0.8,0.2794293104614385,1,rem
